Ship Mode;Segment;Country;City;State;Postal Code;Region;Category;Sub-Category;Sales;Quantity;Discount;Profit
Standard Class;Corporate;United States;Bakersfield;California;93309;West;Office Supplies;Binders;23.2;5;0.2;8.12
Standard Class;Corporate;United States;Houston;Texas;77095;Central;Office Supplies;Paper;25.92;5;0.2;9.072
Standard Class;Corporate;United States;Houston;Texas;77095;Central;Office Supplies;Fasteners;21.312;6;0.2;71.928
Standard Class;Home Office;United States;Los Angeles;California;90045;West;Technology;Phones;173.656;7;0.2;173.656
Standard Class;Home Office;United States;Los Angeles;California;90045;West;Office Supplies;Appliances;361.96;2;0;1.013.488
Standard Class;Home Office;United States;Los Angeles;California;90045;West;Technology;Accessories;62.85;3;0;131.985
Standard Class;Home Office;United States;Los Angeles;California;90045;West;Technology;Phones;818.376;3;0.2;511.485
Standard Class;Home Office;United States;Los Angeles;California;90045;West;Office Supplies;Storage;20.34;1;0;0.2034
Standard Class;Home Office;United States;Los Angeles;California;90045;West;Furniture;Furnishings;23.99;1;0;55.177
Standard Class;Consumer;United States;Los Angeles;California;90036;West;Furniture;Tables;171.288;3;0.2;-64.233
Standard Class;Corporate;United States;Springfield;Missouri;65807;Central;Furniture;Furnishings;37.3;2;0;17.158
Standard Class;Corporate;United States;Springfield;Missouri;65807;Central;Office Supplies;Binders;81.96;2;0;393.408
First Class;Consumer;United States;Phoenix;Arizona;85023;West;Office Supplies;Binders;54.792;6;0.7;-401.808
First Class;Consumer;United States;Houston;Texas;77070;Central;Office Supplies;Storage;10.784;1;0.2;0.8088
Second Class;Consumer;United States;Hampton;Virginia;23666;South;Furniture;Chairs;290.98;1;0;756.548
Standard Class;Home Office;United States;Tulsa;Oklahoma;74133;Central;Office Supplies;Art;36.44;4;0;120.252
Standard Class;Consumer;United States;Seattle;Washington;98105;West;Office Supplies;Paper;21.4;5;0;10.058
Standard Class;Consumer;United States;Seattle;Washington;98105;West;Office Supplies;Binders;48.664;7;0.2;158.158
Standard Class;Consumer;United States;San Francisco;California;94109;West;Office Supplies;Art;16.56;4;0;69.552
Standard Class;Corporate;United States;Jacksonville;Florida;32216;South;Office Supplies;Storage;1347.52;8;0.2;84.22
Standard Class;Corporate;United States;Richmond;Indiana;47374;Central;Technology;Accessories;62.31;3;0;224.316
Standard Class;Corporate;United States;Richmond;Indiana;47374;Central;Furniture;Furnishings;20.32;4;0;69.088
Second Class;Corporate;United States;Louisville;Colorado;80027;West;Office Supplies;Fasteners;9.432;3;0.2;30.654
Standard Class;Consumer;United States;New York City;New York;10024;East;Office Supplies;Labels;34.86;7;0;160.356
Standard Class;Consumer;United States;New York City;New York;10024;East;Furniture;Furnishings;89.34;6;0;241.218
Standard Class;Home Office;United States;Rome;New York;13440;East;Technology;Phones;269.98;2;0;67.495
Standard Class;Home Office;United States;Rome;New York;13440;East;Office Supplies;Paper;99.9;5;0;47.952
Standard Class;Home Office;United States;Rome;New York;13440;East;Furniture;Furnishings;39.08;4;0;144.596
Second Class;Corporate;United States;Marion;Ohio;43302;East;Technology;Accessories;116.832;4;0.2;335.892
Standard Class;Consumer;United States;Houston;Texas;77041;Central;Office Supplies;Binders;2.296;2;0.8;-39.032
First Class;Consumer;United States;New York City;New York;10009;East;Furniture;Chairs;408.006;2;0.1;725.344
First Class;Consumer;United States;New York City;New York;10009;East;Office Supplies;Storage;40.44;3;0;105.144
Same Day;Home Office;United States;Manteca;California;95336;West;Furniture;Chairs;122.352;3;0.2;137.646
Same Day;Home Office;United States;Manteca;California;95336;West;Office Supplies;Envelopes;15.28;2;0;74.872
Standard Class;Corporate;United States;Los Angeles;California;90004;West;Office Supplies;Paper;11.96;2;0;58.604
Standard Class;Home Office;United States;Seattle;Washington;98115;West;Furniture;Furnishings;15.84;3;0;49.104
Standard Class;Home Office;United States;Seattle;Washington;98115;West;Office Supplies;Binders;86.376;3;0.2;302.316
Standard Class;Home Office;United States;Seattle;Washington;98115;West;Office Supplies;Art;18.24;3;0;62.016
Standard Class;Home Office;United States;Seattle;Washington;98115;West;Office Supplies;Art;13.12;4;0;43.296
Standard Class;Corporate;United States;Providence;Rhode Island;2908;East;Technology;Phones;105.98;2;0;10.598
Standard Class;Corporate;United States;Providence;Rhode Island;2908;East;Furniture;Tables;493.92;7;0.3;-28.224
Standard Class;Corporate;United States;Chicago;Illinois;60653;Central;Office Supplies;Binders;5.936;7;0.8;-8.904
First Class;Consumer;United States;Oklahoma City;Oklahoma;73120;Central;Office Supplies;Envelopes;325.86;2;0;1.498.956
Second Class;Consumer;United States;Chicago;Illinois;60610;Central;Furniture;Chairs;383.607;9;0.3;-54.801
Second Class;Consumer;United States;Chicago;Illinois;60610;Central;Technology;Phones;148.48;2;0.2;16.704
Second Class;Consumer;United States;Chicago;Illinois;60610;Central;Technology;Phones;537.544;7;0.2;537.544
Second Class;Consumer;United States;Chicago;Illinois;60610;Central;Office Supplies;Binders;1.928;2;0.8;-29.884
Second Class;Consumer;United States;Chicago;Illinois;60610;Central;Office Supplies;Art;6.912;3;0.2;0.6912
Second Class;Consumer;United States;Chicago;Illinois;60610;Central;Furniture;Furnishings;7.76;1;0.6;-2.134
Second Class;Consumer;United States;Chicago;Illinois;60610;Central;Technology;Phones;659.168;4;0.2;494.376
First Class;Consumer;United States;Manchester;Connecticut;6040;East;Office Supplies;Labels;5.76;2;0;28.224
Standard Class;Corporate;United States;Los Angeles;California;90049;West;Furniture;Tables;351.216;3;0.2;43.902
Standard Class;Consumer;United States;San Francisco;California;94122;West;Furniture;Chairs;230.28;3;0.2;23.028
Standard Class;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Paper;12.84;3;0;5.778
Second Class;Consumer;United States;La Crosse;Wisconsin;54601;Central;Office Supplies;Binders;56.82;3;0;28.41
First Class;Consumer;United States;Florence;South Carolina;29501;South;Office Supplies;Fasteners;31.56;4;0;14.202
First Class;Consumer;United States;Florence;South Carolina;29501;South;Office Supplies;Storage;27.92;4;0;0.5584
Standard Class;Consumer;United States;Glendale;Arizona;85301;West;Office Supplies;Binders;8.559;1;0.7;-65.619
Standard Class;Corporate;United States;El Paso;Texas;79907;Central;Office Supplies;Envelopes;49.568;2;0.2;179.684
First Class;Consumer;United States;San Antonio;Texas;78207;Central;Furniture;Chairs;127.869;3;0.3;-91.335
Second Class;Corporate;United States;Los Angeles;California;90049;West;Office Supplies;Envelopes;271.44;3;0;122.148
Second Class;Corporate;United States;Los Angeles;California;90049;West;Technology;Phones;110.352;3;0.2;82.764
Second Class;Corporate;United States;Los Angeles;California;90049;West;Furniture;Furnishings;36.4;5;0;13.832
Standard Class;Home Office;United States;Miramar;Florida;33023;South;Furniture;Chairs;419.136;4;0.2;-576.312
Standard Class;Corporate;United States;Mesa;Arizona;85204;West;Office Supplies;Storage;100.704;6;0.2;-12.588
Standard Class;Consumer;United States;Fayetteville;North Carolina;28314;South;Office Supplies;Appliances;45.216;3;0.2;45.216
Standard Class;Consumer;United States;Fayetteville;North Carolina;28314;South;Office Supplies;Binders;28.782;6;0.7;-211.068
Standard Class;Consumer;United States;Fayetteville;North Carolina;28314;South;Office Supplies;Paper;24.448;4;0.2;88.624
Standard Class;Consumer;United States;Houston;Texas;77095;Central;Office Supplies;Binders;10.476;6;0.8;-172.854
Second Class;Home Office;United States;San Jose;California;95123;West;Furniture;Furnishings;76.14;3;0;26.649
Second Class;Home Office;United States;Wichita;Kansas;67212;Central;Office Supplies;Art;21.24;3;0;80.712
Second Class;Home Office;United States;Wichita;Kansas;67212;Central;Office Supplies;Binders;127.96;2;0;601.412
Standard Class;Home Office;United States;Los Angeles;California;90036;West;Technology;Copiers;479.984;2;0.2;89.997
Standard Class;Home Office;United States;Jackson;Michigan;49201;Central;Technology;Phones;657.93;7;0;1.842.204
Standard Class;Home Office;United States;Jackson;Michigan;49201;Central;Furniture;Furnishings;33.48;4;0;87.048
Standard Class;Home Office;United States;Jackson;Michigan;49201;Central;Office Supplies;Art;13.9;5;0;3.614
Standard Class;Home Office;United States;Jackson;Michigan;49201;Central;Office Supplies;Storage;26.86;2;0;6.715
Standard Class;Consumer;United States;Lewiston;Idaho;83501;West;Office Supplies;Binders;9.584;1;0.2;33.544
Standard Class;Home Office;United States;Hampton;Virginia;23666;South;Office Supplies;Binders;113.1;3;0;56.55
Standard Class;Corporate;United States;New York City;New York;10035;East;Office Supplies;Paper;65.78;11;0;322.322
Standard Class;Corporate;United States;Hattiesburg;Mississippi;39401;South;Technology;Accessories;239.7;6;0;105.468
First Class;Home Office;United States;Philadelphia;Pennsylvania;19140;East;Furniture;Furnishings;25.632;3;0.2;38.448
First Class;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Labels;23.616;8;0.2;79.704
Second Class;Corporate;United States;Los Angeles;California;90045;West;Office Supplies;Art;8.26;2;0;37.996
Second Class;Home Office;United States;Danville;California;94526;West;Office Supplies;Envelopes;76.58;7;0;38.29
Second Class;Home Office;United States;Danville;California;94526;West;Office Supplies;Art;8.8;5;0;4.224
Second Class;Home Office;United States;Danville;California;94526;West;Office Supplies;Binders;590.352;6;0.2;2.066.232
Second Class;Home Office;United States;Danville;California;94526;West;Office Supplies;Fasteners;5.58;3;0;0.1674
Second Class;Home Office;United States;Danville;California;94526;West;Furniture;Furnishings;25.02;3;0;105.084
Second Class;Home Office;United States;Danville;California;94526;West;Office Supplies;Storage;452.55;7;0;226.275
Standard Class;Corporate;United States;Los Angeles;California;90004;West;Office Supplies;Supplies;17.76;2;0;49.728
Standard Class;Corporate;United States;Los Angeles;California;90004;West;Technology;Phones;302.384;2;0.2;302.384
Standard Class;Corporate;United States;Los Angeles;California;90004;West;Furniture;Chairs;146.352;3;0.2;-54.882
Standard Class;Corporate;United States;Los Angeles;California;90004;West;Office Supplies;Appliances;7.9;2;0;2.054
Standard Class;Corporate;United States;Los Angeles;California;90004;West;Furniture;Tables;902.712;3;0.2;338.517
Standard Class;Corporate;United States;Los Angeles;California;90004;West;Office Supplies;Art;53.97;3;0;151.116
Second Class;Home Office;United States;Washington;District of Columbia;20016;East;Office Supplies;Art;33.92;8;0;132.288
Standard Class;Home Office;United States;Milwaukee;Wisconsin;53209;Central;Office Supplies;Supplies;21.81;3;0;58.887
Standard Class;Home Office;United States;Milwaukee;Wisconsin;53209;Central;Office Supplies;Appliances;91.6;5;0;26.564
Standard Class;Home Office;United States;Baltimore;Maryland;21215;East;Furniture;Chairs;150.98;1;0;437.842
Standard Class;Home Office;United States;Baltimore;Maryland;21215;East;Office Supplies;Envelopes;137.25;9;0;63.135
Standard Class;Home Office;United States;Baltimore;Maryland;21215;East;Office Supplies;Fasteners;11.52;4;0;54.144
Second Class;Home Office;United States;Jacksonville;North Carolina;28540;South;Office Supplies;Paper;18.272;1;0.2;59.384
Second Class;Home Office;United States;Jacksonville;North Carolina;28540;South;Office Supplies;Paper;153.728;4;0.2;538.048
Second Class;Home Office;United States;Jacksonville;North Carolina;28540;South;Office Supplies;Envelopes;12.224;2;0.2;44.312
Second Class;Home Office;United States;Jacksonville;North Carolina;28540;South;Technology;Accessories;167.944;7;0.2;503.832
Standard Class;Consumer;United States;Rochester;New York;14609;East;Technology;Phones;45.99;1;0;133.371
Standard Class;Consumer;United States;Rochester;New York;14609;East;Office Supplies;Storage;535.41;3;0;160.623
Standard Class;Consumer;United States;Rochester;New York;14609;East;Office Supplies;Binders;6.096;2;0.2;20.574
Standard Class;Consumer;United States;Rochester;New York;14609;East;Office Supplies;Paper;45.36;7;0;217.728
Standard Class;Consumer;United States;Oceanside;California;92054;West;Furniture;Furnishings;47.12;8;0;207.328
Second Class;Corporate;United States;Gulfport;Mississippi;39503;South;Office Supplies;Binders;31.36;4;0;15.68
Standard Class;Consumer;United States;Jacksonville;Florida;32216;South;Office Supplies;Art;47.616;3;0.2;35.712
Standard Class;Consumer;United States;Jacksonville;Florida;32216;South;Office Supplies;Paper;23.48;5;0.2;8.218
Standard Class;Home Office;United States;Houston;Texas;77070;Central;Office Supplies;Appliances;62.79;3;0.8;-1.663.935
Standard Class;Home Office;United States;Houston;Texas;77070;Central;Office Supplies;Fasteners;28.44;9;0.2;4.266
Second Class;Corporate;United States;Houston;Texas;77095;Central;Technology;Accessories;134.376;3;0.2;67.188
Standard Class;Home Office;United States;Everett;Massachusetts;2149;East;Technology;Phones;589.9;2;0;147.475
Standard Class;Home Office;United States;Everett;Massachusetts;2149;East;Furniture;Chairs;542.94;3;0;1.411.644
First Class;Home Office;United States;Los Angeles;California;90049;West;Technology;Copiers;2.879.952;6;0.2;10.079.832
First Class;Home Office;United States;Los Angeles;California;90049;West;Office Supplies;Binders;90.48;3;0.2;33.93
Second Class;Corporate;United States;Wilmington;Delaware;19805;East;Office Supplies;Storage;77.55;5;0;21.714
Standard Class;Consumer;United States;Columbia;Tennessee;38401;South;Office Supplies;Supplies;8.832;3;0.2;-19.872
Standard Class;Consumer;United States;Columbia;Tennessee;38401;South;Office Supplies;Paper;177.536;4;0.2;621.376
Standard Class;Consumer;United States;Columbia;Tennessee;38401;South;Office Supplies;Storage;258.48;2;0.2;-3.231
Standard Class;Consumer;United States;Columbia;Tennessee;38401;South;Furniture;Furnishings;14.136;3;0.2;42.408
Standard Class;Corporate;United States;New York City;New York;10011;East;Office Supplies;Storage;77.55;5;0;20.163
Standard Class;Corporate;United States;New York City;New York;10011;East;Office Supplies;Storage;24.88;2;0;69.664
Standard Class;Corporate;United States;New York City;New York;10011;East;Office Supplies;Art;140.75;5;0;39.41
Standard Class;Corporate;United States;New York City;New York;10011;East;Office Supplies;Storage;36.63;3;0;98.901
Same Day;Consumer;United States;Mount Pleasant;Michigan;48858;Central;Furniture;Furnishings;17.14;2;0;61.704
Second Class;Consumer;United States;San Francisco;California;94122;West;Office Supplies;Labels;51.75;5;0;24.84
Second Class;Consumer;United States;San Francisco;California;94122;West;Furniture;Furnishings;123.96;3;0;111.564
Standard Class;Corporate;United States;San Francisco;California;94122;West;Furniture;Bookcases;586.398;6;0.15;34.494
Standard Class;Corporate;United States;San Francisco;California;94122;West;Office Supplies;Storage;80.98;1;0;32.392
Standard Class;Corporate;United States;San Francisco;California;94122;West;Office Supplies;Storage;242.94;3;0;97.176
First Class;Consumer;United States;Los Angeles;California;90045;West;Office Supplies;Art;123.92;4;0;334.584
First Class;Consumer;United States;Los Angeles;California;90045;West;Office Supplies;Art;12.39;3;0;56.994
First Class;Consumer;United States;Los Angeles;California;90045;West;Office Supplies;Art;47.3;2;0;12.298
Standard Class;Consumer;United States;Newport News;Virginia;23602;South;Technology;Copiers;1599.92;8;0;7.519.624
Standard Class;Consumer;United States;Newport News;Virginia;23602;South;Office Supplies;Envelopes;11.09;1;0;54.341
Second Class;Consumer;United States;Fort Collins;Colorado;80525;West;Office Supplies;Binders;3.168;4;0.7;-25.344
Second Class;Consumer;United States;Fort Collins;Colorado;80525;West;Furniture;Chairs;579.136;4;0.2;-289.568
Standard Class;Consumer;United States;Seattle;Washington;98105;West;Office Supplies;Binders;6.368;2;0.2;21.492
Standard Class;Consumer;United States;Seattle;Washington;98105;West;Technology;Machines;558.4;2;0.2;41.88
Standard Class;Home Office;United States;New York City;New York;10011;East;Furniture;Chairs;145.764;2;0.1;-8.098
Standard Class;Corporate;United States;Richmond;Virginia;23223;South;Office Supplies;Paper;13.62;3;0;6.129
Standard Class;Home Office;United States;New York City;New York;10009;East;Furniture;Chairs;434.646;3;0.1;627.822
Standard Class;Corporate;United States;Seattle;Washington;98103;West;Office Supplies;Paper;440.19;9;0;2.068.893
Standard Class;Corporate;United States;Seattle;Washington;98103;West;Office Supplies;Supplies;64.4;5;0;1.932
Standard Class;Home Office;United States;San Francisco;California;94110;West;Office Supplies;Paper;244.55;5;0;1.149.385
Standard Class;Home Office;United States;San Francisco;California;94110;West;Office Supplies;Paper;195.76;4;0;97.88
Standard Class;Home Office;United States;Perth Amboy;New Jersey;8861;East;Office Supplies;Paper;11.76;2;0;57.624
Standard Class;Home Office;United States;Perth Amboy;New Jersey;8861;East;Office Supplies;Storage;166.45;5;0;39.948
Second Class;Consumer;United States;San Francisco;California;94110;West;Office Supplies;Fasteners;2.88;1;0;13.536
Standard Class;Corporate;United States;Freeport;Illinois;61032;Central;Office Supplies;Storage;45.248;2;0.2;39.592
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Art;59.904;2;0.2;142.272
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Appliances;23.696;2;0.2;65.164
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Paper;7.968;2;0.2;28.884
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Appliances;18.2;7;0.2;20.475
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Technology;Accessories;27.552;3;0.2;-0.3444
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Furniture;Chairs;844.116;6;0.3;-361.764
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19140;East;Office Supplies;Storage;76.752;3;0.2;-9.594
Standard Class;Consumer;United States;Jacksonville;Florida;32216;South;Office Supplies;Labels;3;1;0.2;1.05
Standard Class;Consumer;United States;Pembroke Pines;Florida;33024;South;Office Supplies;Binders;7.506;9;0.7;-60.048
Standard Class;Consumer;United States;Pembroke Pines;Florida;33024;South;Office Supplies;Labels;16.56;2;0.2;5.796
Standard Class;Corporate;United States;Seattle;Washington;98115;West;Furniture;Furnishings;79.92;4;0;343.656
Standard Class;Corporate;United States;Seattle;Washington;98115;West;Technology;Accessories;69.98;2;0;132.962
Standard Class;Corporate;United States;Fort Worth;Texas;76106;Central;Office Supplies;Binders;11.06;10;0.8;-18.802
Standard Class;Corporate;United States;Fort Worth;Texas;76106;Central;Furniture;Bookcases;6.234.648;7;0.32;-1.191.918
Standard Class;Corporate;United States;Fort Worth;Texas;76106;Central;Office Supplies;Storage;772.68;5;0.2;-57.951
Standard Class;Consumer;United States;Detroit;Michigan;48205;Central;Office Supplies;Appliances;283.14;4;0.1;72.358
Standard Class;Consumer;United States;Detroit;Michigan;48205;Central;Technology;Phones;635.96;4;0;1.653.496
Standard Class;Consumer;United States;Detroit;Michigan;48205;Central;Technology;Phones;118.99;1;0;333.172
Standard Class;Consumer;United States;Detroit;Michigan;48205;Central;Furniture;Furnishings;272.94;3;0;300.234
Second Class;Consumer;United States;Philadelphia;Pennsylvania;19120;East;Furniture;Furnishings;15.008;2;0.2;15.008
Standard Class;Consumer;United States;Logan;Utah;84321;West;Office Supplies;Binders;33.088;4;0.2;111.672
Standard Class;Consumer;United States;Logan;Utah;84321;West;Office Supplies;Storage;80.98;1;0;32.392
Standard Class;Consumer;United States;Logan;Utah;84321;West;Technology;Accessories;82.8;12;0;6.624
Standard Class;Consumer;United States;Logan;Utah;84321;West;Office Supplies;Storage;21.36;2;0;57.672
Standard Class;Consumer;United States;Logan;Utah;84321;West;Office Supplies;Binders;62.048;2;0.2;201.656
Second Class;Consumer;United States;Auburn;New York;13021;East;Office Supplies;Fasteners;29.61;9;0;133.245
Same Day;Consumer;United States;Raleigh;North Carolina;27604;South;Technology;Phones;863.928;9;0.2;863.928
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19120;East;Furniture;Tables;241.92;4;0.4;-56.448
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19120;East;Furniture;Bookcases;163.88;4;0.5;-81.94
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19120;East;Office Supplies;Binders;3.486;2;0.7;-27.888
Standard Class;Corporate;United States;Philadelphia;Pennsylvania;19120;East;Office Supplies;Fasteners;10.584;7;0.2;-23.814
Standard Class;Consumer;United States;Richmond;Indiana;47374;Central;Technology;Phones;440.91;9;0;1.234.548
Standard Class;Consumer;United States;Lancaster;Pennsylvania;17602;East;Office Supplies;Binders;5.715;5;0.7;-47.625
First Class;Consumer;United States;Tucson;Arizona;85705;West;Furniture;Furnishings;51.968;2;0.2;103.936
First Class;Consumer;United States;Tucson;Arizona;85705;West;Technology;Accessories;71.976;3;0.2;215.928
First Class;Consumer;United States;Tucson;Arizona;85705;West;Furniture;Chairs;242.352;3;0.2;-424.116
First Class;Consumer;United States;Tucson;Arizona;85705;West;Office Supplies;Paper;221.92;5;0.2;77.672
First Class;Consumer;United States;Tucson;Arizona;85705;West;Office Supplies;Paper;8.448;2;0.2;2.64
Same Day;Consumer;United States;Detroit;Michigan;48205;Central;Office Supplies;Binders;29.52;4;0;144.648
Same Day;Consumer;United States;Detroit;Michigan;48205;Central;Furniture;Chairs;302.94;3;0;484.704
Same Day;Consumer;United States;Detroit;Michigan;48205;Central;Furniture;Chairs;142.36;2;0;384.372
Same Day;Consumer;United States;Detroit;Michigan;48205;Central;Furniture;Chairs;546.66;9;0;136.665
Same Day;Consumer;United States;Detroit;Michigan;48205;Central;Furniture;Furnishings;212.13;3;0;148.491
Standard Class;Home Office;United States;Austin;Texas;78745;Central;Office Supplies;Art;5.248;2;0.2;0.5904
Standard Class;Home Office;United States;Austin;Texas;78745;Central;Office Supplies;Storage;74.416;2;0.2;-148.832
Standard Class;Home Office;United States;Austin;Texas;78745;Central;Office Supplies;Paper;6.848;2;0.2;2.14
Standard Class;Home Office;United States;Austin;Texas;78745;Central;Furniture;Furnishings;7.996;1;0.6;-69.965
Standard Class;Corporate;United States;Houston;Texas;77095;Central;Office Supplies;Appliances;8.712;2;0.8;-19.602
First Class;Consumer;United States;Waterbury;Connecticut;6708;East;Office Supplies;Supplies;65.17;7;0;188.993
First Class;Consumer;United States;Waterbury;Connecticut;6708;East;Office Supplies;Labels;14.62;2;0;68.714
First Class;Consumer;United States;Waterbury;Connecticut;6708;East;Furniture;Furnishings;173.24;4;0;17.324
First Class;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Binders;895.92;5;0.2;302.373
First Class;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Storage;130.71;3;0;39.213
First Class;Consumer;United States;Los Angeles;California;90049;West;Office Supplies;Art;11.68;2;0;30.368
First Class;Consumer;United States;Los Angeles;California;90049;West;Technology;Accessories;62.31;3;0;224.316
Same Day;Consumer;United States;Philadelphia;Pennsylvania;19120;East;Office Supplies;Binders;0.852;1;0.7;-0.5964
Standard Class;Consumer;United States;Huntsville;Texas;77340;Central;Office Supplies;Paper;36.288;7;0.2;127.008
Standard Class;Consumer;United States;Huntsville;Texas;77340;Central;Furniture;Furnishings;56.568;2;0.6;-749.526
First Class;Consumer;United States;Portland;Oregon;97206;West;Technology;Phones;344.704;2;0.2;387.792
Standard Class;Consumer;United States;Louisville;Colorado;80027;West;Technology;Phones;201.584;2;0.2;201.584
Second Class;Home Office;United States;Seattle;Washington;98115;West;Furniture;Tables;521.96;2;0;887.332
Standard Class;Consumer;United States;Baltimore;Maryland;21215;East;Office Supplies;Art;8.22;3;0;22.194
First Class;Corporate;United States;San Francisco;California;94109;West;Office Supplies;Paper;45.36;7;0;217.728
Second Class;Home Office;United States;Los Angeles;California;90004;West;Office Supplies;Storage;947.17;7;0;94.717
Second Class;Home Office;United States;Los Angeles;California;90004;West;Office Supplies;Paper;61.96;2;0;27.882
Second Class;Consumer;United States;Aurora;Illinois;60505;Central;Furniture;Tables;268.935;3;0.5;-2.097.693
Standard Class;Home Office;United States;Seattle;Washington;98103;West;Office Supplies;Art;7.58;1;0;29.562
Same Day;Consumer;United States;Athens;Georgia;30605;South;Office Supplies;Labels;14.73;3;0;72.177
Standard Class;Home Office;United States;Apopka;Florida;32712;South;Office Supplies;Binders;9.888;2;0.7;-69.216
Standard Class;Home Office;United States;Apopka;Florida;32712;South;Office Supplies;Appliances;671.544;3;0.2;503.658
Second Class;Home Office;United States;New York City;New York;10009;East;Office Supplies;Storage;1117.92;4;0;55.896
Second Class;Home Office;United States;New York City;New York;10009;East;Furniture;Bookcases;275.952;3;0.2;-379.434
Standard Class;Consumer;United States;San Francisco;California;94110;West;Office Supplies;Binders;123.144;7;0.2;46.179
Second Class;Consumer;United States;Dallas;Texas;75217;Central;Technology;Accessories;15.576;3;0.2;33.099
Second Class;Consumer;United States;San Diego;California;92105;West;Office Supplies;Paper;212.64;6;0;999.408
Second Class;Consumer;United States;San Diego;California;92105;West;Office Supplies;Paper;9.87;3;0;45.402
Second Class;Consumer;United States;San Diego;California;92105;West;Technology;Accessories;53.25;3;0;207.675
Second Class;Consumer;United States;San Diego;California;92105;West;Furniture;Furnishings;19.92;3;0;95.616
Standard Class;Corporate;United States;New York City;New York;10035;East;Furniture;Chairs;658.746;3;0.1;146.388
Standard Class;Home Office;United States;Lewiston;Maine;4240;East;Office Supplies;Binders;8.26;2;0;38.822
Standard Class;Home Office;United States;Lewiston;Maine;4240;East;Office Supplies;Binders;29.84;2;0;13.428
Standard Class;Home Office;United States;Lewiston;Maine;4240;East;Technology;Accessories;67.98;2;0;149.556
Standard Class;Consumer;United States;Long Beach;California;90805;West;Office Supplies;Labels;61.06;2;0;280.876
Standard Class;Consumer;United States;Long Beach;California;90805;West;Furniture;Tables;35.544;1;0.2;-0.8886
Standard Class;Consumer;United States;Seattle;Washington;98115;West;Office Supplies;Labels;9.96;2;0;45.816
Standard Class;Consumer;United States;Seattle;Washington;98115;West;Office Supplies;Art;9.21;3;0;23.025
Standard Class;Consumer;United States;Seattle;Washington;98115;West;Office Supplies;Supplies;27.93;3;0;80.997
Same Day;Consumer;United States;Rochester;Minnesota;55901;Central;Office Supplies;Fasteners;7.9;2;0;2.528
Same Day;Consumer;United States;Rochester;Minnesota;55901;Central;Office Supplies;Storage;221.16;4;0;575.016
Same Day;Consumer;United States;Rochester;Minnesota;55901;Central;Office Supplies;Binders;127.96;2;0;627.004
Same Day;Consumer;United States;Rochester;Minnesota;55901;Central;Office Supplies;Binders;18.69;3;0;91.581
Same Day;Corporate;United States;San Francisco;California;94110;West;Office Supplies;Supplies;25.35;3;0;7.605
Same Day;Corporate;United States;San Francisco;California;94110;West;Furniture;Furnishings;35.28;3;0;119.952
First Class;Corporate;United States;Seattle;Washington;98103;West;Office Supplies;Paper;33.4;5;0;16.032
First Class;Corporate;United States;Spokane;Washington;99207;West;Technology;Machines;837.6;3;0.2;62.82
Standard Class;Consumer;United States;Franklin;Tennessee;37064;South;Technology;Phones;40.68;3;0.2;-9.153
Standard Class;Consumer;United States;Jackson;Tennessee;38301;South;Furniture;Chairs;209.568;2;0.2;-235.764
Standard Class;Consumer;United States;Austin;Texas;78745;Central;Technology;Accessories;22.368;4;0.2;64.308
Standard Class;Consumer;United States;Pembroke Pines;Florida;33024;South;Office Supplies;Binders;3.882;2;0.7;-2.588
Standard Class;Consumer;United States;Pembroke Pines;Florida;33024;South;Office Supplies;Paper;115.296;3;0.2;403.536
Standard Class;Consumer;United States;Philadelphia;Pennsylvania;19143;East;Office Supplies;Binders;1.908;2;0.7;-15.264
Standard Class;Home Office;United States;Danville;Illinois;61832;Central;Office Supplies;Binders;43.372;7;0.8;-693.952
Standard Class;Consumer;United States;New York City;New York;10009;East;Technology;Phones;783.96;4;0;2.195.088
Standard Class;Consumer;United States;New York City;New York;10009;East;Office Supplies;Binders;48.896;2;0.2;18.336
Standard Class;Consumer;United States;New York City;New York;10009;East;Office Supplies;Binders;7.856;2;0.2;28.478
Standard Class;Consumer;United States;Columbus;Ohio;43229;East;Office Supplies;Labels;5.904;2;0.2;19.926
Standard Class;Consumer;United States;Columbus;Ohio;43229;East;Office Supplies;Supplies;13.712;2;0.2;10.284
Standard Class;Consumer;United States;Chula Vista;California;91911;West;Office Supplies;Envelopes;182.94;3;0;859.818
First Class;Consumer;United States;San Francisco;California;94110;West;Office Supplies;Art;27.76;4;0;99.936
Standard Class;Home Office;United States;New York City;New York;10009;East;Office Supplies;Art;25.99;1;0;75.371
